numpurch,age,totdol,female,adB,res,validation
85.0,31,122.59,1,0,0,1
49.0,26,284.36,1,1,0,0
27.0,31,324.93,1,1,0,1
57.0,26,390.34,0,0,0,0
91.0,33,161.73,1,0,0,1
74.0,30,195.67,1,0,0,0
48.0,28,137.82,0,0,0,1
83.0,34,228.39,0,1,0,0
81.0,28,146.65,1,0,0,1
101.0,26,487.43,1,0,0,0
83.0,27,111.92,1,1,0,1
12.0,21,150.92,0,0,0,0
48.0,34,169.79,1,0,0,1
48.0,27,580.27,0,1,0,0
52.0,28,337.59,0,0,0,1
10.0,24,200.27,0,0,0,0
11.0,34,223.06,0,0,0,1
40.0,34,153.92,0,0,0,0
6.0,29,204.91,1,1,0,1
81.0,24,304.12,0,1,1,0
49.0,29,192.17,0,1,0,1
98.0,32,240.8,0,1,0,0
14.0,29,268.89,0,0,0,1
45.0,30,381.47,1,1,0,0
12.0,28,279.14,0,1,0,1
49.0,33,320.57,0,1,0,0
101.0,37,270.83,1,0,0,1
6.0,30,200.68,1,1,0,0
53.0,39,171.19,1,1,0,1
9.0,27,120.87,1,0,0,0
47.0,32,115.02,1,1,0,1
9.0,29,160.02,0,1,0,0
95.0,28,105.84,1,1,0,1
70.0,29,275.86,1,1,0,0
8.0,31,266.86,1,0,0,1
9.0,27,240.34,1,0,0,0
78.0,32,225.28,1,1,0,1
9.0,27,357.63,0,0,0,0
9.0,31,244.57,1,0,0,1
53.0,31,291.6,0,0,0,0
15.0,27,104.43,1,0,0,1
56.0,25,108.86,0,1,0,0
57.0,30,274.91,1,0,1,1
86.0,26,404.5,1,0,0,0
10.0,22,103.79,0,1,0,1
12.0,31,250.67,0,1,0,0
85.0,35,305.57,0,0,0,1
11.0,27,165.26,0,0,0,0
11.0,36,400.75,0,1,0,1
13.0,37,142.05,1,0,0,0
55.0,24,268.39,1,0,0,1
93.0,28,432.2,1,1,0,0
40.0,26,303.21,1,0,0,1
53.0,27,522.16,0,1,0,0
55.0,25,147.37,1,0,0,1
96.0,36,194.73,0,1,0,0
45.0,32,123.59,0,1,0,1
90.0,35,231.88,0,1,0,0
8.0,25,182.12,0,0,0,1
97.0,27,357.02,0,0,0,0
14.0,25,190.38,1,0,0,1
46.0,25,208.33,0,0,0,0
57.0,34,150.16,1,1,0,1
70.0,28,115.14,0,1,0,0
12.0,35,317.36,0,1,0,1
95.0,26,352.21,1,1,1,0
10.0,28,239.78,0,1,0,1
43.0,30,199.43,1,1,0,0
92.0,26,124.21,0,1,1,1
67.0,32,422.92,1,0,0,0
9.0,25,253.8,0,1,0,1
58.0,30,242.63,0,0,0,0
93.0,29,120.81,1,0,0,1
52.0,36,374.23,0,0,0,0
49.0,30,109.35,1,1,0,1
46.0,22,323.7,0,1,0,0
75.0,32,122.51,0,0,0,1
102.0,28,130.33,0,1,1,0
81.0,33,512.32,0,1,0,1
70.0,31,202.54,1,0,0,0
8.0,28,121.91,0,0,0,1
14.0,33,162.46,1,0,0,0
6.0,33,317.3,0,1,0,1
109.0,33,269.95,0,0,1,0
49.0,29,343.45,0,0,0,1
15.0,22,189.91,1,0,0,0
50.0,35,331.44,0,0,0,1
12.0,30,345.66,0,0,0,0
89.0,33,107.13,1,1,0,1
106.0,23,100.86,0,0,0,0
49.0,30,267.0,1,1,0,1
14.0,33,134.75,0,0,0,0
7.0,32,414.81,0,0,0,1
7.0,27,155.97,1,1,0,0
43.0,29,244.61,1,1,0,1
14.0,28,169.36,0,1,0,0
101.0,27,192.74,1,0,0,1
48.0,28,132.87,0,0,0,0
10.0,24,432.82,1,1,0,1
9.0,40,124.73,1,1,0,0
51.0,31,227.85,0,1,0,1
84.0,28,151.28,0,0,0,0
8.0,33,311.49,1,1,0,1
7.0,24,126.81,1,1,0,0
95.0,30,298.73,0,1,0,1
7.0,32,539.56,0,1,0,0
87.0,33,129.48,1,1,0,1
8.0,30,215.54,1,1,0,0
72.0,29,215.34,0,0,0,1
40.0,29,112.85,0,1,0,0
85.0,25,313.55,0,0,0,1
86.0,28,262.34,1,0,0,0
50.0,29,269.93,0,1,0,1
8.0,26,241.06,1,1,0,0
54.0,26,216.7,1,0,0,1
8.0,24,341.8,0,0,0,0
81.0,30,241.04,0,0,0,1
101.0,29,345.76,0,1,0,0
10.0,27,152.98,0,0,0,1
43.0,29,299.61,0,0,0,0
61.0,30,445.73,1,1,0,1
50.0,34,416.65,1,0,0,0
51.0,29,358.07,1,0,0,1
38.0,23,355.78,0,0,1,0
48.0,28,306.62,1,1,0,1
7.0,36,158.69,0,1,0,0
19.0,29,193.39,1,0,0,1
89.0,29,253.25,0,0,0,0
54.0,32,448.75,0,1,0,1
9.0,30,141.65,0,1,0,0
75.0,28,215.67,0,0,0,1
88.0,26,218.35,0,1,0,0
47.0,29,154.0,0,0,0,1
57.0,30,216.09,0,0,0,0
67.0,37,247.17,1,0,0,1
12.0,33,402.37,1,0,0,0
9.0,26,187.65,0,1,0,1
54.0,27,211.92,1,0,0,0
8.0,32,205.14,0,1,0,1
11.0,28,257.45,1,0,0,0
79.0,31,507.14,0,0,1,1
92.0,29,546.05,1,1,0,0
42.0,31,163.61,1,1,0,1
10.0,38,135.06,1,0,0,0
56.0,23,185.25,0,0,0,1
9.0,32,256.4,0,1,0,0
12.0,36,389.04,0,1,0,1
6.0,38,517.91,0,0,0,0
10.0,29,403.9,0,1,0,1
58.0,38,371.79,0,1,0,0
79.0,27,377.82,1,1,0,1
96.0,32,257.43,1,0,0,0
37.0,28,471.84,0,1,0,1
44.0,22,275.9,1,1,0,0
93.0,34,273.39,1,1,1,1
75.0,35,633.07,0,0,1,0
104.0,30,242.42,0,0,1,1
76.0,37,224.34,1,0,0,0
11.0,28,508.36,1,1,0,1
39.0,29,272.16,0,0,0,0
12.0,33,140.85,0,0,0,1
113.0,31,208.53,0,1,1,0
85.0,29,191.72,0,1,0,1
81.0,27,381.15,1,1,0,0
14.0,22,138.75,0,1,0,1
91.0,23,152.49,1,0,0,0
12.0,32,267.99,0,1,0,1
97.0,25,160.76,0,0,0,0
5.0,26,177.15,0,0,0,1
37.0,36,335.1,0,0,0,0
54.0,28,208.0,0,1,0,1
85.0,25,229.45,0,0,0,0
11.0,27,332.21,0,0,0,1
52.0,31,104.99,1,0,0,0
104.0,24,207.43,0,0,0,1
9.0,33,158.18,1,0,0,0
44.0,29,134.85,1,1,0,1
91.0,22,306.89,0,0,0,0
83.0,28,294.15,1,1,0,1
89.0,31,283.12,0,1,1,0
86.0,30,254.14,1,0,1,1
103.0,22,471.4,1,0,1,0
85.0,33,391.24,0,0,1,1
98.0,38,401.34,1,1,0,0
45.0,30,162.8,1,0,0,1
10.0,25,281.96,0,1,0,0
9.0,20,137.0,0,0,0,1
39.0,27,405.5,1,1,0,0
40.0,37,245.07,0,1,0,1
18.0,32,213.69,0,1,0,0
75.0,29,321.74,0,1,0,1
53.0,37,166.25,1,1,0,0
46.0,28,298.06,1,1,0,1
94.0,27,185.84,0,1,0,0
54.0,29,306.79,0,1,0,1
50.0,29,334.98,0,1,0,0
52.0,26,112.75,0,0,0,1
83.0,24,335.52,1,0,0,0
56.0,21,419.43,1,1,0,1
13.0,27,367.18,1,1,0,0
7.0,23,170.94,1,0,0,1
52.0,33,396.77,1,0,0,0
42.0,34,180.75,1,0,0,1
51.0,30,296.07,0,0,0,0
55.0,36,200.71,1,1,0,1
13.0,25,192.53,1,1,0,0
14.0,33,191.72,0,0,0,1
8.0,38,193.59,1,1,0,0
86.0,24,105.22,1,0,0,1
85.0,31,100.05,0,1,0,0
45.0,28,103.94,0,1,0,1
92.0,29,140.12,1,0,0,0
73.0,35,411.9,1,0,0,1
50.0,38,226.37,1,1,0,0
85.0,30,318.8,0,1,0,1
44.0,27,126.05,1,1,0,0
82.0,27,177.62,1,0,0,1
7.0,26,457.45,0,0,0,0
7.0,28,283.06,0,1,0,1
7.0,34,135.38,0,1,0,0
43.0,29,404.54,1,1,0,1
50.0,25,180.56,1,1,0,0
104.0,31,142.99,0,0,0,1
52.0,29,176.13,0,0,0,0
7.0,30,110.1,1,1,0,1
8.0,23,418.73,0,0,0,0
49.0,27,309.92,1,1,0,1
93.0,23,387.87,1,1,0,0
9.0,33,228.19,1,0,0,1
8.0,35,244.79,1,1,0,0
90.0,26,256.34,0,1,1,1
60.0,32,387.54,1,0,0,0
49.0,21,379.7,1,1,0,1
14.0,30,486.57,1,1,0,0
90.0,30,108.51,1,1,0,1
14.0,29,189.26,0,0,0,0
6.0,20,185.57,1,0,0,1
75.0,33,248.33,1,0,0,0
84.0,35,408.15,0,1,0,1
90.0,30,579.67,0,1,0,0
9.0,30,203.55,1,0,0,1
45.0,28,267.85,0,0,0,0
95.0,36,246.35,0,1,0,1
37.0,25,226.41,0,1,0,0
68.0,25,293.74,0,1,0,1
11.0,34,268.17,0,0,0,0
9.0,38,425.6,1,0,0,1
50.0,27,189.54,0,0,0,0
56.0,28,145.69,1,1,0,1
8.0,29,453.29,0,0,0,0
92.0,27,454.81,0,0,1,1
108.0,41,169.02,0,0,0,0
6.0,34,208.44,1,1,0,1
105.0,26,387.11,0,1,1,0
11.0,34,236.04,0,1,0,1
15.0,24,446.63,0,0,0,0
15.0,26,355.77,0,0,0,1
8.0,33,238.36,0,0,0,0
7.0,32,200.38,1,0,0,1
46.0,31,278.76,0,1,0,0
78.0,36,348.28,0,0,0,1
96.0,26,320.56,1,0,0,0
86.0,22,494.98,1,0,0,1
97.0,34,104.23,0,0,0,0
64.0,31,238.67,1,1,0,1
92.0,36,299.74,0,1,0,0
48.0,29,413.22,1,1,0,1
9.0,29,175.61,0,1,0,0
11.0,28,109.24,0,0,0,1
50.0,32,438.94,1,0,0,0
3.0,28,152.4,1,0,0,1
11.0,35,585.03,1,1,0,0
42.0,27,257.25,0,1,0,1
6.0,28,397.35,0,1,0,0
42.0,30,286.2,0,0,0,1
50.0,29,106.33,1,1,0,0
105.0,31,252.99,0,0,1,1
10.0,24,266.58,0,1,0,0
87.0,27,291.94,0,0,0,1
99.0,27,153.32,1,1,0,0
96.0,30,456.86,0,1,1,1
88.0,29,206.02,0,1,0,0
8.0,27,336.68,1,1,0,1
58.0,25,428.02,0,1,0,0
68.0,33,195.66,0,1,1,1
80.0,36,120.81,0,0,0,0
73.0,33,150.87,0,0,0,1
8.0,33,117.7,0,1,0,0
94.0,27,265.79,1,1,0,1
8.0,32,564.04,0,1,0,0
59.0,30,228.44,1,0,0,1
49.0,43,294.71,1,0,0,0
11.0,25,128.19,1,0,0,1
88.0,40,294.59,0,0,0,0
54.0,27,290.17,1,1,0,1
57.0,35,310.23,1,1,0,0
75.0,34,257.97,0,0,0,1
3.0,29,127.52,1,0,0,0
7.0,32,150.43,0,1,0,1
52.0,28,508.97,0,0,0,0
6.0,32,174.3,1,0,0,1
100.0,30,472.43,1,1,0,0
55.0,25,209.29,0,1,0,1
14.0,29,413.14,0,1,0,0
9.0,24,363.4,0,1,0,1
59.0,31,125.39,1,0,0,0
48.0,27,333.93,0,0,0,1
10.0,37,360.79,0,0,0,0
8.0,36,230.96,0,1,0,1
85.0,26,377.81,1,1,0,0
86.0,38,103.46,1,1,0,1
98.0,26,240.35,1,1,0,0
10.0,31,162.29,1,1,0,1
54.0,22,239.67,0,0,0,0
7.0,30,234.74,1,0,0,1
51.0,28,110.18,0,1,0,0
48.0,31,138.84,1,1,0,1
82.0,32,239.64,1,0,1,0
40.0,27,215.45,0,1,0,1
9.0,28,408.04,0,0,0,0
72.0,39,237.52,0,0,0,1
61.0,37,256.23,0,0,0,0
11.0,32,273.9,1,0,0,1
34.0,28,146.45,0,1,0,0
90.0,32,410.66,1,1,0,1
84.0,28,218.44,1,0,0,0
89.0,34,218.04,0,1,1,1
13.0,39,136.03,1,0,0,0
31.0,27,380.39,0,1,0,1
10.0,34,104.07,0,1,0,0
14.0,30,342.72,0,0,0,1
108.0,31,148.29,1,0,0,0
6.0,33,210.85,0,1,0,1
91.0,34,499.96,0,1,1,0
87.0,37,302.94,0,1,0,1
50.0,27,150.72,0,1,0,0
49.0,32,124.98,0,1,0,1
9.0,29,178.09,0,1,0,0
44.0,24,226.49,0,0,0,1
88.0,35,533.24,0,1,0,0
64.0,36,152.15,0,1,0,1
81.0,28,441.99,0,0,0,0
51.0,32,248.58,1,0,0,1
58.0,30,135.28,0,0,0,0
58.0,33,359.26,0,1,0,1
40.0,29,220.42,1,1,0,0
13.0,23,133.03,0,1,0,1
9.0,28,118.52,0,0,0,0
89.0,41,207.8,1,0,0,1
12.0,34,231.16,1,0,0,0
38.0,33,341.02,0,1,0,1
42.0,31,134.86,0,1,0,0
102.0,34,161.17,1,1,1,1
95.0,39,333.76,0,0,0,0
57.0,33,136.31,0,1,0,1
58.0,35,444.37,0,1,0,0
11.0,29,268.35,0,0,0,1
35.0,27,262.83,1,0,0,0
9.0,25,327.62,1,0,0,1
6.0,29,196.01,0,0,0,0
7.0,29,245.55,0,0,0,1
95.0,27,295.62,1,1,0,0
46.0,24,401.82,0,1,0,1
8.0,29,266.14,0,1,0,0
8.0,32,438.99,1,0,0,1
79.0,28,118.88,0,1,0,0
63.0,23,583.04,0,1,0,1
81.0,26,121.43,1,1,0,0
94.0,24,244.06,0,0,0,1
5.0,23,530.89,0,0,0,0
7.0,31,333.77,1,0,0,1
87.0,33,267.55,0,1,1,0
8.0,36,273.49,0,0,0,1
51.0,29,328.41,0,0,0,0
16.0,29,344.78,0,1,0,1
57.0,30,267.18,0,1,0,0
50.0,25,160.87,0,0,0,1
89.0,27,163.29,0,0,0,0
59.0,28,269.05,1,1,0,1
107.0,26,165.92,0,0,0,0
3.0,37,467.7,0,1,0,1
10.0,32,503.02,0,0,0,0
94.0,31,270.33,0,1,0,1
16.0,27,128.43,0,0,0,0
48.0,28,259.99,0,0,0,1
90.0,22,506.77,1,0,0,0
10.0,23,299.83,0,0,0,1
81.0,28,104.89,0,1,0,0
6.0,25,264.03,0,0,0,1
46.0,22,258.87,0,1,0,0
53.0,25,442.02,0,0,0,1
82.0,36,222.57,0,0,0,0
8.0,35,187.38,0,0,0,1
85.0,25,161.07,1,0,0,0
107.0,31,391.06,1,1,0,1
113.0,31,181.32,0,1,0,0
97.0,25,354.12,1,0,0,1
4.0,30,240.11,0,1,0,0
9.0,40,393.33,0,1,0,1
103.0,30,186.89,0,0,0,0
8.0,31,272.1,1,1,0,1
7.0,32,426.55,0,1,0,0
56.0,32,143.28,0,1,0,1
14.0,27,397.79,0,0,0,0
11.0,45,161.73,0,0,0,1
16.0,29,132.97,0,0,0,0
9.0,31,397.81,1,1,0,1
52.0,22,378.9,0,0,0,0
3.0,27,388.13,1,1,0,1
90.0,30,154.77,0,1,1,0
44.0,28,283.5,1,0,0,1
8.0,31,277.46,1,1,0,0
63.0,35,145.08,1,1,0,1
92.0,33,162.73,1,0,1,0
42.0,36,133.01,0,1,0,1
43.0,29,201.39,0,1,0,0
109.0,30,237.31,1,1,0,1
8.0,24,371.74,1,1,0,0
14.0,23,367.36,1,0,0,1
37.0,35,175.16,1,0,0,0
12.0,32,272.21,0,1,0,1
46.0,26,110.9,0,0,0,0
46.0,34,313.73,0,0,0,1
53.0,25,226.01,1,1,0,0
96.0,29,113.34,1,0,0,1
90.0,30,276.06,1,0,0,0
96.0,27,218.32,1,0,1,1
40.0,30,104.56,1,1,0,0
44.0,30,139.63,1,0,0,1
15.0,29,199.1,1,1,0,0
6.0,33,169.1,1,0,0,1
89.0,43,253.45,1,1,0,0
12.0,31,154.21,1,1,0,1
87.0,27,136.29,1,1,0,0
109.0,31,316.63,1,1,0,1
44.0,33,245.35,0,1,0,0
11.0,22,167.11,0,1,0,1
84.0,26,280.44,0,1,0,0
8.0,33,153.98,1,0,0,1
86.0,28,386.39,0,1,0,0
51.0,38,257.06,1,1,0,1
9.0,31,126.91,1,1,0,0
86.0,33,193.15,1,0,0,1
68.0,19,446.0,0,0,0,0
6.0,32,154.53,1,1,0,1
43.0,30,168.84,1,1,0,0
51.0,29,354.01,0,1,0,1
32.0,20,356.99,0,0,0,0
56.0,40,415.58,0,0,0,1
49.0,26,192.05,0,1,1,0
74.0,29,315.39,0,0,0,1
7.0,26,108.92,1,0,0,0
95.0,41,165.93,1,1,0,1
41.0,29,212.36,1,1,0,0
10.0,24,106.07,0,0,0,1
10.0,28,311.72,0,0,0,0
42.0,25,173.3,0,1,0,1
9.0,26,363.3,0,0,0,0
9.0,32,167.73,1,0,0,1
12.0,30,108.72,1,0,0,0
100.0,29,115.77,0,0,0,1
14.0,38,145.39,1,1,0,0
12.0,28,229.56,1,1,0,1
8.0,36,114.54,1,1,0,0
59.0,28,138.49,0,0,0,1
5.0,28,187.31,0,0,0,0
10.0,31,101.71,0,1,0,1
51.0,29,185.79,0,0,0,0
8.0,37,259.03,0,1,0,1
10.0,27,173.02,1,1,0,0
9.0,23,113.46,0,1,0,1
53.0,26,253.4,0,0,0,0
51.0,29,135.04,1,1,0,1
45.0,23,477.87,1,0,0,0
17.0,24,180.91,0,0,0,1
10.0,31,230.77,0,1,0,0
50.0,26,192.7,0,1,0,1
45.0,31,112.75,0,0,0,0
11.0,29,431.05,0,0,0,1
11.0,29,150.66,1,0,0,0
45.0,34,444.19,0,0,0,1
10.0,33,181.74,1,0,0,0
54.0,39,266.37,1,1,0,1
48.0,34,234.13,0,0,0,0
106.0,23,278.58,0,0,0,1
91.0,35,178.49,0,0,0,0
91.0,35,323.34,0,1,0,1
50.0,25,410.27,0,0,0,0
82.0,32,246.18,1,0,0,1
50.0,34,369.84,0,1,0,0
80.0,38,426.85,1,1,0,1
106.0,33,492.03,0,0,1,0
6.0,33,296.85,0,1,0,1
44.0,42,164.76,1,0,0,0
90.0,21,225.66,0,1,0,1
11.0,25,404.55,1,0,0,0
75.0,25,322.58,0,1,0,1
61.0,28,150.05,0,0,0,0
12.0,29,263.16,1,1,0,1
53.0,33,186.74,1,1,0,0
93.0,30,302.26,1,1,0,1
15.0,30,615.49,1,1,0,0
92.0,33,357.81,1,0,0,1
85.0,30,288.88,1,0,0,0
11.0,29,342.62,0,0,0,1
92.0,33,397.03,0,1,1,0
9.0,29,230.12,0,0,0,1
99.0,32,398.16,0,0,0,0
97.0,29,143.92,1,0,0,1
7.0,32,529.22,1,1,0,0
9.0,32,124.26,0,0,0,1
80.0,26,217.39,1,1,0,0
12.0,25,337.33,1,0,0,1
12.0,29,145.41,0,0,0,0
9.0,29,149.98,1,1,0,1
43.0,29,274.55,0,1,0,0
59.0,36,292.67,1,0,0,1
55.0,32,302.36,0,1,0,0
46.0,20,185.95,1,0,0,1
103.0,35,159.09,0,0,0,0
14.0,38,161.53,1,0,0,1
60.0,25,179.28,1,1,0,0
13.0,30,115.93,1,0,0,1
6.0,30,106.87,1,1,0,0
43.0,38,136.62,0,0,0,1
59.0,32,176.3,1,0,0,0
5.0,27,154.74,1,0,0,1
58.0,30,186.81,0,1,0,0
50.0,29,268.3,0,1,0,1
59.0,27,181.76,1,1,0,0
46.0,33,114.36,0,1,0,1
12.0,26,237.53,0,0,0,0
61.0,38,317.07,0,0,0,1
53.0,37,408.28,0,1,0,0
57.0,30,397.99,1,1,0,1
29.0,33,332.49,0,0,0,0
95.0,27,310.32,1,1,1,1
7.0,29,370.63,1,0,0,0
11.0,26,149.59,1,0,0,1
12.0,30,155.22,0,1,0,0
57.0,25,252.06,1,0,0,1
52.0,30,119.86,0,0,0,0
15.0,29,347.75,0,1,0,1
52.0,24,196.26,0,0,0,0
11.0,31,175.25,0,0,0,1
40.0,33,142.73,1,1,0,0
56.0,25,188.11,0,0,0,1
8.0,37,174.12,1,1,0,0
10.0,33,187.55,0,1,0,1
12.0,27,259.61,1,1,0,0
66.0,26,364.33,0,0,0,1
88.0,27,385.46,0,0,0,0
16.0,24,114.42,0,1,0,1
57.0,26,205.18,0,0,0,0
93.0,34,152.65,1,0,1,1
91.0,41,456.63,1,0,1,0
107.0,30,123.47,0,0,0,1
59.0,38,310.07,0,0,0,0
57.0,29,308.64,0,0,0,1
46.0,32,201.7,0,0,0,0
99.0,26,232.16,1,0,0,1
12.0,27,233.61,1,1,0,0
95.0,26,121.35,1,1,0,1
45.0,32,133.94,1,0,0,0
51.0,23,131.43,0,0,0,1
41.0,39,525.18,0,1,0,0
92.0,29,282.64,1,1,0,1
79.0,32,147.14,1,0,1,0
52.0,31,218.06,1,0,0,1
86.0,24,252.99,1,0,1,0
14.0,27,109.49,1,1,0,1
62.0,32,442.48,1,1,0,0
53.0,26,291.62,1,0,0,1
9.0,37,130.66,0,1,0,0
55.0,34,143.35,0,0,0,1
8.0,31,125.38,0,0,0,0
56.0,33,306.05,0,1,0,1
12.0,29,163.88,0,0,0,0
84.0,22,277.71,0,1,0,1
101.0,29,201.87,0,0,0,0
10.0,26,140.75,0,0,0,1
13.0,33,366.46,1,0,0,0
93.0,32,270.39,0,0,0,1
9.0,33,381.52,0,1,0,0
34.0,26,196.99,1,0,0,1
58.0,24,505.57,1,1,0,0
88.0,28,166.43,1,1,0,1
58.0,36,125.12,1,0,0,0
92.0,31,123.85,0,0,0,1
82.0,25,217.42,0,1,0,0
10.0,34,221.76,0,0,0,1
9.0,32,237.99,1,0,0,0
88.0,31,112.4,0,1,0,1
85.0,26,322.73,0,0,0,0
62.0,33,164.25,1,1,0,1
100.0,30,164.97,1,0,1,0
87.0,36,268.23,1,0,0,1
105.0,27,183.35,0,1,1,0
15.0,34,439.4,0,0,0,1
94.0,22,305.8,1,1,1,0
90.0,29,393.66,0,0,0,1
6.0,22,262.12,0,1,0,0
79.0,29,427.35,1,1,0,1
95.0,29,315.27,1,0,0,0
58.0,30,361.59,0,1,0,1
52.0,32,101.56,1,1,0,0
42.0,34,279.41,0,1,0,1
42.0,27,181.8,1,1,0,0
78.0,25,336.59,0,1,0,1
101.0,33,110.09,1,1,0,0
82.0,29,244.45,0,1,0,1
49.0,29,105.11,0,1,0,0
14.0,27,209.73,0,1,0,1
51.0,25,148.6,0,0,0,0
6.0,26,256.44,0,0,0,1
7.0,26,606.5,0,0,0,0
50.0,24,256.79,1,0,0,1
44.0,33,332.58,0,0,0,0
58.0,31,240.08,1,1,1,1
11.0,26,329.15,0,1,0,0
6.0,21,166.71,1,1,0,1
80.0,24,190.48,1,0,1,0
6.0,26,315.41,0,1,0,1
94.0,37,163.64,0,0,0,0
11.0,34,585.61,1,0,0,1
13.0,27,152.65,0,0,0,0
71.0,31,635.52,1,0,0,1
42.0,29,339.44,0,0,0,0
51.0,21,182.1,0,0,0,1
5.0,31,103.53,1,1,0,0
56.0,36,276.45,0,0,0,1
41.0,34,224.21,1,0,0,0
57.0,30,605.54,1,0,0,1
12.0,35,345.02,1,0,0,0
7.0,30,256.81,0,1,0,1
45.0,32,336.02,1,1,0,0
47.0,33,254.22,1,0,0,1
38.0,23,303.8,1,0,0,0
10.0,30,375.09,0,0,0,1
80.0,34,145.05,0,0,0,0
9.0,30,167.92,0,0,0,1
87.0,34,361.58,1,1,0,0
56.0,20,393.03,1,1,0,1
7.0,32,138.9,0,1,0,0
9.0,28,113.17,0,0,0,1
12.0,39,388.71,0,1,0,0
11.0,36,239.13,0,1,0,1
50.0,29,166.67,1,1,0,0
15.0,33,115.53,1,1,0,1
41.0,27,220.15,0,0,0,0
14.0,22,297.08,0,1,0,1
51.0,36,115.02,1,1,0,0
42.0,36,322.73,0,0,0,1
13.0,28,606.0,0,0,0,0
103.0,31,382.14,0,1,1,1
97.0,34,289.04,0,0,0,0
8.0,29,210.71,0,1,0,1
12.0,32,183.09,1,0,0,0
38.0,24,216.33,0,1,0,1
91.0,26,342.47,1,1,0,0
52.0,42,112.3,1,1,0,1
35.0,33,377.51,1,0,0,0
9.0,34,114.87,0,0,0,1
45.0,29,303.25,1,0,0,0
57.0,29,494.21,0,0,0,1
105.0,30,177.73,1,0,0,0
42.0,30,157.21,1,1,0,1
10.0,31,200.24,0,0,0,0
7.0,29,163.52,0,1,0,1
9.0,32,324.88,0,0,0,0
7.0,31,187.82,1,0,0,1
10.0,30,178.85,0,0,0,0
71.0,30,375.49,0,1,0,1
81.0,28,213.52,1,1,0,0
43.0,32,335.54,1,1,0,1
88.0,22,244.27,0,0,0,0
16.0,30,600.05,0,1,0,1
57.0,38,537.58,0,1,0,0
51.0,28,207.79,1,0,0,1
75.0,31,208.48,0,1,0,0
11.0,22,158.76,1,0,0,1
103.0,33,266.1,1,1,0,0
54.0,38,156.36,0,0,0,1
84.0,23,222.12,1,0,0,0
82.0,30,236.84,1,1,0,1
94.0,33,130.21,0,1,0,0
11.0,22,123.42,0,0,0,1
16.0,32,152.91,0,0,0,0
11.0,26,152.66,0,1,0,1
8.0,36,278.92,1,1,0,0
90.0,24,370.64,1,1,0,1
6.0,32,181.72,0,0,0,0
93.0,26,322.21,1,0,0,1
44.0,24,239.68,1,0,0,0
96.0,27,414.25,0,1,0,1
44.0,31,349.63,0,1,0,0
75.0,23,146.13,1,0,0,1
45.0,26,388.19,0,1,0,0
53.0,31,197.48,1,1,0,1
43.0,21,220.13,0,0,0,0
87.0,30,280.95,1,1,0,1
57.0,29,438.29,0,1,0,0
11.0,38,178.23,0,1,0,1
50.0,31,164.05,0,0,0,0
7.0,34,259.84,1,1,0,1
6.0,24,262.92,0,0,0,0
11.0,26,118.07,1,1,0,1
55.0,33,267.34,1,1,0,0
98.0,32,174.69,1,0,0,1
6.0,21,249.33,1,1,0,0
6.0,27,807.02,1,1,0,1
8.0,27,306.13,1,1,0,0
12.0,35,560.68,1,0,0,1
81.0,33,196.84,0,0,0,0
89.0,28,173.33,0,0,0,1
86.0,34,144.0,0,0,0,0
10.0,31,320.55,0,1,0,1
95.0,34,362.17,1,1,1,0
8.0,32,197.25,1,1,0,1
91.0,24,197.09,1,1,0,0
80.0,29,416.54,1,1,0,1
57.0,28,183.75,0,1,0,0
125.0,30,332.37,0,0,0,1
43.0,29,342.3,1,0,0,0
86.0,25,178.42,1,1,0,1
14.0,36,251.8,0,1,0,0
6.0,24,325.11,0,0,0,1
108.0,29,112.02,0,0,0,0
49.0,36,152.98,1,0,0,1
13.0,28,251.82,0,1,0,0
100.0,27,596.93,1,0,0,1
11.0,26,262.48,0,0,0,0
55.0,26,214.57,0,0,0,1
6.0,26,414.05,1,1,0,0
99.0,25,166.44,1,1,1,1
52.0,35,159.32,1,0,0,0
43.0,29,228.55,0,0,0,1
4.0,28,391.85,0,0,0,0
40.0,24,227.49,0,1,0,1
83.0,37,404.21,0,1,0,0
11.0,34,133.61,1,1,0,1
6.0,38,205.4,0,1,0,0
85.0,21,252.78,0,0,0,1
61.0,34,164.02,1,0,0,0
80.0,31,246.49,1,1,0,1
67.0,34,113.21,0,0,0,0
96.0,29,299.67,1,1,1,1
85.0,33,274.78,0,0,0,0
55.0,27,102.82,1,0,0,1
50.0,30,534.2,0,1,0,0
63.0,38,272.67,1,1,0,1
88.0,35,152.62,0,1,0,0
46.0,23,291.57,0,0,0,1
17.0,29,110.74,1,1,0,0
96.0,39,319.41,0,0,0,1
47.0,29,407.15,0,0,0,0
91.0,37,263.42,0,0,0,1
51.0,35,211.43,0,1,0,0
11.0,23,123.09,0,1,0,1
68.0,38,448.08,0,0,0,0
9.0,29,111.23,0,0,0,1
43.0,27,330.45,1,0,0,0
91.0,25,359.16,1,1,0,1
55.0,28,184.36,0,0,0,0
50.0,32,210.9,1,0,0,1
11.0,31,100.83,1,1,0,0
42.0,29,400.31,0,0,0,1
94.0,26,169.39,0,1,0,0
49.0,29,130.31,1,1,0,1
15.0,31,222.7,1,0,0,0
112.0,32,122.58,0,0,0,1
94.0,31,192.62,0,0,0,0
54.0,32,351.05,0,1,0,1
53.0,29,104.18,0,1,0,0
47.0,26,220.22,0,1,0,1
91.0,35,295.28,0,1,0,0
